name,full_name,age,club,club_id,league,league_id,height_ft,height_ft_decimal,weight_kg,position,secondary_positions,nationality,preferred_foot,potential,pace,shooting,passing,dribbling,defending,physicality,is_goalkeeper,schema
B. Traoré,Bertrand Traoré,29,Sunderland,106,Premier League,13,"5'11""",5.94,73,RW,RM,Burkina Faso,Left,75,73.7,71.1,72.7,79.8,43,64.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Juan Soriano,Juan Soriano,27,CD Leganés,100888,La Liga 2,54,"6'1""",6.07,78,GK,,Spain,Left,77,75,71,69,75.3,37,74,TRUE,DIV|HAN|KIC|REF|SPD|POS
Lucas França,Lucas França,29,CD Nacional,1891,Primeira Liga,308,"6'4""",6.36,92,GK,,Brazil,Right,76,73,72,65,78,40.7,75,TRUE,DIV|HAN|KIC|REF|SPD|POS
A. Sambi Lokonga,Albert Sambi Lokonga,25,Hamburger SV,28,Bundesliga,19,"6'0""",6,73,CM,CDM,Belgium,Right,79,64,62.4,76.5,77,72.5,75,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
G. Vagiannidis,Georgios Vagiannidis,23,Sporting CP,237,Primeira Liga,308,"5'11""",5.94,68,RB,RM,Greece,Right,81,81.2,49.5,73.9,73.8,69.5,81,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Karlström,Jesper Karlström,30,Udinese,55,Serie A,31,"6'1""",6.07,81,CDM,CM,Sweden,Right,75,62.9,68.3,75.3,73.1,71.9,78.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Al Juwair,Musab Al Juwair,22,Al Qadsiah FC,112391,Pro League,350,"5'10""",5.84,70,CM,"CDM, CAM",Saudi Arabia,Right,82,67,67.9,80.2,75.5,62.5,71,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Watanabe,Tsuyoshi Watanabe,28,Feyenoord,246,Eredivisie,10,"6'0""",6.04,76,CB,,Japan,Right,75,76,31.9,66,69.3,75.6,78,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Duda,Ondrej Duda,30,Al Ettifaq,112096,Pro League,350,"5'11""",5.94,75,CM,CDM,Slovakia,Right,75,63,70.6,75.4,77.5,67.5,80,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Diouf,Andy Diouf,22,Inter,44,Serie A,31,"6'2""",6.14,81,CM,"CDM, CAM",France,Left,81,78,70.6,75.4,76.7,69.5,77,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
U. Garcia,Ulisses Garcia,29,Olympique de Marseille,219,Ligue 1,16,"6'0""",5.97,73,LB,"CB, LM",Switzerland,Left,75,78.6,46.3,71.7,72.3,70.4,79,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Cabrera,Leandro Cabrera,34,RCD Espanyol,452,La Liga,53,"6'3""",6.23,82,CB,LB,Uruguay,Left,75,46.4,36.2,62,67.7,76,81,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Quansah,Jarell Quansah,22,Bayer 04 Leverkusen,32,Bundesliga,19,"6'3""",6.23,80,CB,,England,Right,83,72.5,35.6,71,71,74.3,78,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Marcão,Marcão,29,Sevilla FC,481,La Liga,53,"6'1""",6.07,80,CB,,Brazil,Left,76,60.7,25.3,72,71.7,73.2,82.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. van Drongelen,Rick van Drongelen,26,Samsunspor,748,Süper Lig,68,"6'2""",6.14,85,CB,LB,Netherlands,Left,79,65.4,30.7,67,67,74.1,82.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Hutchinson,Omari Hutchinson,21,Nottingham Forest,14,Premier League,13,"5'9""",5.71,65,CAM,"RM, CM",England,Left,83,80.1,73.7,71,78.3,53.7,57.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Bernardo,Bernardo,30,TSG 1899 Hoffenheim,10029,Bundesliga,19,"6'1""",6.1,76,CB,LB,Brazil,Left,75,70.7,64.1,69,71.1,75.6,74.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Al Somah,Omar Al Somah,36,Al Hazem FC,113222,Pro League,350,"6'3""",6.23,86,ST,,Syria,Right,75,64.5,77.4,68,72.9,77.7,84,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Zieler,Ron-Robert Zieler,36,1. FC Köln,31,Bundesliga,19,"6'2""",6.14,82,GK,,Germany,Right,75,73,71,70,75.3,48,77,TRUE,DIV|HAN|KIC|REF|SPD|POS
L. Kübler,Lukas Kübler,32,SC Freiburg,25,Bundesliga,19,"6'0""",5.97,77,RB,"CB, RM",Germany,Right,75,77,51.3,69.6,70.8,73.8,73,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Otávio,Otávio,23,Paris FC,111817,Ligue 1,16,"6'2""",6.14,83,CB,,Brazil,Left,81,72.9,35.5,68,71.8,74.3,82.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
I. Ogbu,Igoh Ogbu,25,SK Slavia Praha,266,První liga,319,"6'2""",6.14,83,CB,,Nigeria,Right,78,78.5,41.5,63,67.4,73.1,85.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Valeri,Emanuele Valeri,26,Parma,50,Serie A,31,"5'11""",5.91,78,LB,LM,Italy,Left,76,74.3,69.3,76.6,73.8,70.7,77.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Moder,Jakub Moder,26,Feyenoord,246,Eredivisie,10,"6'2""",6.17,78,CM,"CAM, CDM",Poland,Right,77,72,70.8,75.8,75.3,72.5,79,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Mayulu,Senny Mayulu,19,Paris Saint-Germain,73,Ligue 1,16,"6'0""",6,69,CM,,France,Left,85,74,70,76.2,77.5,68,69,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Mammana,Emanuel Mammana,29,Vélez Sarsfield,101088,Liga Profesional de Fútbol,353,"6'0""",6,72,CB,,Argentina,Right,75,74.1,49,74,72.5,75.4,72.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Bahoya,Jean-Mattéo Bahoya,20,Eintracht Frankfurt,1824,Bundesliga,19,"5'11""",5.91,76,LM,"CAM, LW",France,Right,86,93.8,74.2,68.1,74.4,51.1,65.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Andrew,Andrew,24,Gil Vicente FC,1888,Primeira Liga,308,"6'2""",6.2,76,GK,,Brazil,Right,81,75,73,77,75.3,44.7,73,TRUE,DIV|HAN|KIC|REF|SPD|POS
Jorginhson,Jorginhson,29,Cruzeiro,568,Série A,7,"5'10""",5.84,75,CDM,"CM, CAM",Brazil,Left,75,69.8,51.3,72.6,74.7,76.8,68.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
P. Zinckernagel,Philip Zinckernagel,30,Chicago Fire,693,Major League Soccer,39,"5'9""",5.74,70,RW,"RM, LW",Denmark,Right,75,82.2,72.5,73.8,74.9,49,65,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Junior Firpo,Junior Firpo,28,Real Betis Balompié,449,La Liga,53,"6'0""",6.04,78,LB,LM,Dominican Republic,Left,75,73.7,60.5,75.5,71.9,72.1,77,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Bruno Nazario,Bruno Nazario,30,Henan FC,111779,Super League,2012,"5'9""",5.74,75,CAM,"ST, RM",Brazil,Left,75,80.9,71.9,76.9,74.6,41.2,61.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
F. Guilbert,Frédéric Guilbert,30,Lecce,347,Serie A,31,"5'10""",5.84,78,RB,,France,Right,75,70.8,39.5,73.6,71.2,72.3,80,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Fábio Cardoso,Fábio Cardoso,31,Sevilla FC,481,La Liga,53,"6'2""",6.14,81,CB,,Portugal,Right,75,53.6,31.7,71,68.6,75,82.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Kike Salas,Kike Salas,23,Sevilla FC,481,La Liga,53,"6'1""",6.1,80,CB,LB,Spain,Left,83,67.7,47.4,66,69.3,75.7,77.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. O'Shea,Dara O'Shea,26,Ipswich Town,94,Championship,14,"6'2""",6.17,74,CB,RB,Republic of Ireland,Right,78,69,33.4,67,67.5,75.3,78.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Patric,Patric,32,Lazio,46,Serie A,31,"6'0""",6.04,72,CB,,Spain,Right,75,61.3,55,74,75.8,76.2,70.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Bertaccini,Adriano Bertaccini,24,RSC Anderlecht,229,Pro League,4,"5'8""",5.68,65,ST,"CAM, LW, CM",Belgium,Right,80,90,75.5,70,75,64.8,77,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Carreira,Carreira,24,RC Celta,450,La Liga,53,"5'7""",5.58,65,RM,RB,Spain,Right,78,76.2,64,74,75.6,66.3,75.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Querfeld,Leopold Querfeld,21,1. FC Union Berlin,1831,Bundesliga,19,"6'3""",6.23,83,CB,,Austria,Right,85,50.2,36.7,71,63.2,75.8,80.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Diouf,Malick Diouf,20,West Ham United,19,Premier League,13,"6'0""",6,75,LB,LM,Senegal,Left,82,80.3,67,72.8,72.9,69.7,78.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
H. Nicolussi Caviglia,Hans Nicolussi Caviglia,25,Fiorentina,110374,Serie A,31,"6'0""",6.04,79,CDM,CM,Italy,Right,80,64.4,75.5,81.1,74.8,70.2,71.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Irvine,Jackson Irvine,32,FC St. Pauli,110329,Bundesliga,19,"6'2""",6.2,74,CM,CDM,Australia,Right,75,69,70.3,74.4,73.2,74.9,91,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Zé Pedro,Zé Pedro,28,Cagliari,1842,Serie A,31,"6'2""",6.14,80,CB,,Portugal,Right,77,64.9,46.3,73,70.4,75.2,75.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Fernández,Ezequiél Fernández,22,Bayer 04 Leverkusen,32,Bundesliga,19,"5'10""",5.84,76,CDM,CM,Argentina,Left,83,70,57.5,75.8,71.1,71.3,77.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Juli Freitinho,Juli Freitinho,25,Grêmio,1629,Série A,7,"6'4""",6.3,91,CB,,Brazil,Right,75,44.4,65.7,73,64.1,74.8,85.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Jacquet,Jérémy Jacquet,19,Stade Rennais FC,74,Ligue 1,16,"6'2""",6.17,77,CB,,France,Right,84,69.1,40.7,68,68.7,74.6,79.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Luiz Felipe,Luiz Felipe,28,Rayo Vallecano,480,La Liga,53,"6'2""",6.14,80,CB,,Italy,Right,77,69.7,27.9,73,72.1,75.2,77.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Vásquez,Johan Vásquez,26,Genoa,110556,Serie A,31,"6'1""",6.07,72,CB,,Mexico,Left,78,61.8,39.2,65,72.4,76,75,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Arce,Álex Arce,30,Independiente Rivadavia,111020,Liga Profesional de Fútbol,353,"6'2""",6.14,80,ST,,Paraguay,Right,75,58.5,80.6,55,69.3,81.6,77.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Zaracho,Matías Zaracho,27,Racing Club,101085,Liga Profesional de Fútbol,353,"5'7""",5.61,65,CM,"CAM, RM",Argentina,Right,76,87,71.4,76,76.9,64.1,80,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
V. Cuesta,Víctor Cuesta,36,Newell's Old Boys,110396,Liga Profesional de Fútbol,353,"6'2""",6.14,86,CB,,Argentina,Left,75,54.3,54.2,50,67.3,76.7,82.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Oberdan,Oberdan,29,Pohang Steelers,1474,K League 1,83,"5'9""",5.74,74,CDM,CM,Brazil,Right,75,83.3,67.6,73,75,71.4,79.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Josep Martínez,Josep Martínez,27,Inter,44,Serie A,31,"6'3""",6.27,78,GK,,Spain,Right,77,75,71,67,74.3,26.7,76,TRUE,DIV|HAN|KIC|REF|SPD|POS
T. Krauß,Tom Krauß,24,1. FC Köln,31,Bundesliga,19,"6'0""",6,76,CDM,CM,Germany,Right,78,70.1,72.8,72.4,73.6,73.9,81.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Muheim,Miro Muheim,27,Hamburger SV,28,Bundesliga,19,"6'0""",5.97,77,LB,"CB, LM",Switzerland,Left,76,73,64.5,74.4,71.3,70.5,85.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Kabak,Ozan Kabak,25,TSG 1899 Hoffenheim,10029,Bundesliga,19,"6'1""",6.1,86,CB,,Türkiye,Right,78,66,30.1,75,67.2,74.3,83.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Baldanzi,Tommaso Baldanzi,22,Roma,52,Serie A,31,"5'7""",5.58,63,CAM,CM,Italy,Left,81,76.5,72.3,75.3,76.8,37.8,45.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
F. Sakala,Fashion Sakala,28,Al Fayha,113057,Pro League,350,"5'10""",5.84,72,LW,"ST, RW, LM",Zambia,Right,75,90.6,77.2,64.2,73.8,35,70.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
G. Álvarez,Gastón Álvarez,25,Al Qadsiah FC,112391,Pro League,350,"6'0""",6.04,72,CB,"LB, LM",Uruguay,Left,82,79.3,27.6,68,70.2,74.9,80.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Mawissa,Christian Mawissa,20,AS Monaco,69,Ligue 1,16,"6'0""",6.04,77,CB,"LB, LM",France,Left,84,83.3,39,71,70.8,74.6,76.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Drăgușin,Radu Drăgușin,23,Tottenham Hotspur,18,Premier League,13,"6'3""",6.27,80,CB,,Romania,Right,81,68.7,25.9,69,69.4,75.2,76.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Abergel,Laurent Abergel,32,FC Lorient,217,Ligue 1,16,"5'7""",5.58,65,CDM,CM,France,Right,75,57.7,67.9,72.8,73.6,73,80.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Brekalo,Josip Brekalo,27,Real Oviedo,110827,La Liga,53,"5'9""",5.74,70,LM,"LW, CAM",Croatia,Right,75,75.7,69.4,73.4,77.6,42.2,68.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
W. Zimmerman,Walker Zimmerman,32,Nashville SC,114162,Major League Soccer,39,"6'3""",6.23,89,CB,,United States,Right,75,59.3,47.6,69,70.1,73.3,86,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Moffi,Terem Moffi,26,OGC Nice,72,Ligue 1,16,"6'2""",6.17,89,ST,"RW, RM",Nigeria,Left,78,82.2,74.5,65,71.9,73.7,84.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Y. Sarı,Yusuf Sarı,26,Medipol Başakşehir FK,101014,Süper Lig,68,"5'6""",5.51,55,RM,RW,Türkiye,Left,76,85.4,66.8,70.1,76,37.5,71.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Alam Lindeiro,Alam Lindeiro,29,Botafogo,517,Série A,7,"5'11""",5.94,70,LB,LM,Brazil,Left,75,72,46.3,72.8,75.2,72.9,68.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Toti,Toti,26,Wolverhampton Wanderers,110,Premier League,13,"6'2""",6.14,72,CB,,Portugal,Left,79,78.7,57.4,69,71.4,75,78.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Dweh,Sampson Dweh,23,Viktoria Plzeň,110468,První liga,319,"6'1""",6.1,83,CB,,Liberia,Right,79,73.8,40.7,74,74.2,74.8,78.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Danjuma,Arnaut Danjuma,28,Valencia CF,461,La Liga,53,"5'10""",5.84,74,LM,"ST, LW",Netherlands,Right,75,82.9,71,71.8,75.6,58.2,62.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Pascoal Muscato,Pascoal Muscato,29,Bahia,1598,Série A,7,"5'10""",5.81,84,CDM,CM,Brazil,Right,75,60.2,82.3,73.9,72.9,74.5,74,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
André Horta,André Horta,28,UD Almería,1861,La Liga 2,54,"5'9""",5.74,62,CM,CAM,Portugal,Right,75,73,71.5,77,75.4,68.5,79,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Asano,Takuma Asano,30,RCD Mallorca,453,La Liga,53,"5'8""",5.68,71,RM,"ST, RW",Japan,Right,75,84.2,72.4,66.2,77.2,46.5,76.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Masuaku,Arthur Masuaku,31,Sunderland,106,Premier League,13,"5'10""",5.87,80,LB,LM,Congo DR,Left,75,78.7,62.5,76.7,72.6,68.7,82.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Lee Dong Kyeong,Lee Dong Kyeong,27,Gimcheon Sangmu FC,2055,K League 1,83,"5'9""",5.74,69,CAM,"ST, CM",Korea Republic,Left,75,76.8,75.4,73.7,75.1,59.5,74.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Vogt,Kevin Vogt,33,VfL Bochum 1848,160,2. Bundesliga,20,"6'4""",6.36,87,CB,,Germany,Right,75,71,54.7,75,73.3,74.9,76.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
V. Lindelöf,Victor Lindelöf,30,Aston Villa,2,Premier League,13,"6'2""",6.14,80,CB,,Sweden,Right,75,50.1,51.1,77,73.3,76.1,75.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Ajer,Kristoffer Ajer,27,Brentford,1925,Premier League,13,"6'5""",6.43,84,RB,"CB, RM",Norway,Right,76,67.2,55.7,69.9,74.4,74.7,69,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
F. Baschirotto,Federico Baschirotto,28,Cremonese,111434,Serie A,31,"6'0""",6.04,77,CB,,Italy,Right,76,71.6,56.9,63,66,73.8,86.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. March,Solomon March,30,Brighton & Hove Albion,1808,Premier League,13,"5'11""",5.91,77,RM,RW,England,Left,75,69.2,73.3,76.1,77,57.5,44.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Anderson Oliveira,Anderson Oliveira,26,FC Seoul,982,K League 1,83,"5'7""",5.54,69,LM,"LW, RW",Brazil,Right,75,90,71.4,71.2,71.4,41.2,81.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. Traoré,Bénie Traoré,22,FC Basel 1893,896,Super League,189,"5'8""",5.64,64,LM,"RM, LW",Côte d'Ivoire,Right,83,86,75.2,64.5,77.4,37.5,76.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Egan-Riley,Conrad Egan-Riley,22,Olympique de Marseille,219,Ligue 1,16,"6'0""",6,74,CB,,England,Right,82,77.7,31.6,71,72.3,74.6,78.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Pedraza,Pedraza,29,Villarreal CF,483,La Liga,53,"6'0""",6.04,73,LB,LM,Spain,Left,75,77,69.5,75.1,72.9,72.7,68.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Edu Expósito,Edu Expósito,28,RCD Espanyol,452,La Liga,53,"5'10""",5.84,68,CAM,"CM, CDM",Spain,Right,75,61.9,73.4,75.9,76.9,71.1,68.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Costinha,Costinha,25,Olympiacos FC,280,Super League,63,"5'11""",5.94,74,RB,RM,Portugal,Right,80,77.8,66,74.6,73.8,70.7,81,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Moro,Nikola Moro,27,Bologna,189,Serie A,31,"6'0""",6.04,78,CDM,CM,Croatia,Right,76,66,81.4,78.2,74.3,70.3,72.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Bitshiabu,Chadaille Bitshiabu,20,RB Leipzig,112172,Bundesliga,19,"6'5""",6.43,95,CB,,France,Left,87,83,34.4,69,67,73.5,84.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Clayton,Clayton,26,Rio Ave FC,744,Primeira Liga,308,"6'0""",6.04,88,ST,,Brazil,Right,77,75.5,76.7,69,71.8,71.8,81,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Kędziora,Tomasz Kędziora,31,PAOK,393,Super League,63,"6'0""",6,76,CB,RB,Poland,Right,75,76.8,60.3,71,69.9,74.1,79.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Félix Correia,Félix Correia,24,Lille OSC,65,Ligue 1,16,"5'10""",5.84,66,LM,"LW, RM",Portugal,Right,80,84.6,70.6,68.8,75,40.8,80.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Longstaff,Sean Longstaff,27,Leeds United,8,Premier League,13,"6'2""",6.14,74,CM,CDM,England,Right,76,56,70.5,76.6,74.1,74.5,84,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Jo Hyeon Woo,Jo Hyeon Woo,33,Ulsan HD FC,1473,K League 1,83,"6'2""",6.2,75,GK,,Korea Republic,Right,75,79,72,62,75.3,51,73,TRUE,DIV|HAN|KIC|REF|SPD|POS
Marcelo Grohe,Marcelo Grohe,38,Al Shabab,111674,Pro League,350,"6'2""",6.17,80,GK,,Brazil,Right,75,72,72,66,78.3,38,72,TRUE,DIV|HAN|KIC|REF|SPD|POS
Juanlu Sánchez,Juanlu Sánchez,21,Sevilla FC,481,La Liga,53,"6'1""",6.1,70,RB,"CAM, RM",Spain,Right,83,71.4,66.5,75.1,74.5,71.1,75,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Nzola,Mbala Nzola,28,Pisa,110738,Serie A,31,"6'1""",6.07,91,ST,,Angola,Left,75,85.2,73.6,69,74.5,71.7,91.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Hanche-Olsen,Andreas Hanche-Olsen,28,1. FSV Mainz 05,169,Bundesliga,19,"6'1""",6.07,82,CB,,Norway,Right,77,71.7,47.1,68,67.7,74.6,83.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Rodríguez,Juan Rodríguez,31,Talleres,112670,Liga Profesional de Fútbol,353,"6'1""",6.07,81,CB,,Argentina,Right,75,68.8,43.5,73,73.3,73.2,80.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Krstović,Nikola Krstović,25,Atalanta,39,Serie A,31,"6'1""",6.07,88,ST,,Montenegro,Right,80,66.1,77,65,72.9,77.6,80,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
P. Rosario,Pablo Rosario,28,FC Porto,236,Primeira Liga,308,"6'2""",6.17,73,CDM,"CM, CB",Dominican Republic,Right,76,57,75.3,71.5,74.1,74.4,78,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
F. Agu,Felix Agu,25,SV Werder Bremen,38,Bundesliga,19,"5'11""",5.91,67,LB,LM,Nigeria,Right,78,90.8,54.5,65.2,74.5,70.5,78,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Dendoncker,Leander Dendoncker,30,Real Oviedo,110827,La Liga,53,"6'2""",6.17,83,CM,"CDM, CB",Belgium,Right,75,61,71.8,76.7,73.7,77,75,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Scales,Liam Scales,26,Celtic,78,Premiership,50,"6'2""",6.17,85,CB,,Republic of Ireland,Left,77,72.3,57.8,75,67.5,74,81.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Formosandrinho,Formosandrinho,29,Atlético Mineiro,1035,Série A,7,"5'10""",5.84,72,ST,CAM,Brazil,Right,75,77.1,77.5,65,72.7,76.6,63,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
V. Bondar,Valeriy Bondar,26,Shakhtar Donetsk,101059,Premier League,332,"6'0""",6.04,73,CB,"RB, LB",Ukraine,Right,79,72.9,37.8,80,68.2,75.4,73.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Nuamah,Ernest Nuamah,21,Olympique Lyonnais,66,Ligue 1,16,"5'10""",5.84,71,RM,RW,Ghana,Left,82,82.2,71,69.4,77.6,28.1,62,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
P. Bucha,Pavel Bucha,27,FC Cincinnati,113149,Major League Soccer,39,"5'8""",5.68,73,CM,"CDM, CAM",Czechia,Right,76,67,70.4,74.8,75.7,71.5,81,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Wolf,Marius Wolf,30,FC Augsburg,100409,Bundesliga,19,"6'2""",6.17,81,RB,RM,Germany,Right,75,74.5,67.7,74.4,74.2,70.6,80.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Stark,Niklas Stark,30,SV Werder Bremen,38,Bundesliga,19,"6'3""",6.23,88,CB,,Germany,Right,75,83.3,48.2,72,70.3,74.1,77.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Mitriță,Alexandru Mitriță,30,Zhejiang FC,112163,Super League,2012,"5'7""",5.61,65,CAM,"LW, LM, CM",Romania,Right,75,86.9,71.1,69.5,78.8,24.1,62.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. Varga,Barnabás Varga,30,Ferencvárosi Torna Club,1874,Nemzeti Bajnokság I,64,"5'11""",5.94,74,ST,,Hungary,Right,75,70.2,77.5,59,73,82.6,72,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
F. Parisi,Fabiano Parisi,24,Fiorentina,110374,Serie A,31,"5'10""",5.84,72,LB,"RB, LM",Italy,Left,80,75.4,66.8,74.6,74,71.7,66,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Montiel,Santiago Montiel,24,Independiente,110093,Liga Profesional de Fútbol,353,"5'5""",5.45,60,LM,"RW, RM, LW",Argentina,Left,81,87.7,69.9,71.5,72,59.7,79.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
V. Brazhko,Volodymyr Brazhko,23,Dynamo Kyiv,101047,Premier League,332,"6'0""",6.04,77,CDM,"CM, CB",Ukraine,Right,83,70.2,78.6,75.3,70.3,73.3,74.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
I. Fernández,Ignacio Fernández,35,River Plate,1876,Liga Profesional de Fútbol,353,"6'0""",5.97,67,CM,"CAM, RM",Argentina,Left,75,69,76.8,77.4,75.3,68.1,58,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Delaney,Thomas Delaney,33,FC København,819,Superliga,1,"6'0""",5.97,79,CDM,,Denmark,Left,75,64.3,70.6,71.4,73.5,75.3,79.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Wagner,Kai Wagner,28,Philadelphia Union,112134,Major League Soccer,39,"6'0""",5.97,79,LB,LM,Germany,Left,75,78.1,50.5,76.4,65.6,69.8,89.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Ingason,Sverrir Ingason,31,Panathinaikos FC,1884,Super League,63,"6'2""",6.17,83,CB,,Iceland,Right,75,53.7,54.2,67,69.7,74.7,80.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
